Shipment_ID,Origin_Hub,Destination_Hub,Carrier_ID,Departure_Timestamp,Arrival_Timestamp,Delivery_Status
SHP000843,HUB002,HUB017,CAR001,2023-06-24T13:00:00,2023-06-26T12:00:00,Delivered
SHP000844,HUB004,HUB005,CAR009,2023-03-28T09:00:00,2023-03-30T03:00:00,Delivered
SHP000845,HUB006,HUB002,CAR010,2023-06-16T05:00:00,2023-06-17T08:00:00,Delayed
SHP000846,HUB011,HUB009,CAR007,2023-03-03T01:00:00,2023-03-05T02:00:00,Delivered
SHP000847,HUB017,HUB013,CAR002,2023-05-18T01:00:00,2023-05-20T17:00:00,Delivered
SHP000848,HUB008,HUB001,CAR005,2023-10-11T18:00:00,2023-10-16T08:00:00,Delivered
SHP000849,HUB019,HUB014,CAR008,2023-02-12T20:00:00,2023-02-16T12:00:00,Delivered
SHP000850,HUB008,HUB019,CAR007,2023-10-12T14:00:00,2023-10-13T19:00:00,Delivered
SHP000851,HUB006,HUB001,CAR001,2023-09-04T08:00:00,2023-09-08T12:00:00,Delivered
SHP000852,HUB007,HUB020,CAR009,2023-05-25T01:00:00,2023-05-26T21:00:00,Delayed
SHP000853,HUB004,HUB006,CAR009,2023-05-24T13:00:00,2023-05-26T15:00:00,Delivered
SHP000854,HUB011,HUB009,CAR008,2023-05-20T07:00:00,2023-05-24T19:00:00,Cancelled
SHP000855,HUB001,HUB006,CAR001,2023-11-08T15:00:00,2023-11-09T15:00:00,In Transit
SHP000856,HUB016,HUB013,CAR009,2023-02-11T20:00:00,2023-02-16T07:00:00,Delivered
SHP000857,HUB004,HUB013,,2023-11-04T11:00:00,2023-11-07T12:00:00,Delivered
SHP000858,HUB015,HUB012,CAR004,2023-08-16T00:00:00,2023-08-18T04:00:00,Delayed
SHP000859,HUB007,HUB003,CAR010,2023-11-17T09:00:00,2023-11-22T04:00:00,Delivered
SHP000860,HUB016,HUB007,CAR001,2023-04-11T20:00:00,2023-04-14T22:00:00,Delivered
SHP000861,HUB007,HUB020,CAR010,2023-10-17T05:00:00,2023-10-18T13:00:00,Delivered
SHP000862,HUB008,HUB018,CAR005,2023-04-09T21:00:00,2023-04-10T23:00:00,Cancelled
SHP000863,HUB018,HUB015,CAR001,2023-08-07T20:00:00,2023-08-12T10:00:00,In Transit
SHP000864,HUB014,HUB009,CAR002,2023-12-15T16:00:00,2023-12-19T03:00:00,Delivered
SHP000865,HUB002,HUB010,CAR007,2023-09-30T14:00:00,2023-10-03T06:00:00,Delivered
SHP000866,HUB001,HUB009,CAR007,2023-02-08T07:00:00,2023-02-10T08:00:00,Delivered
SHP000867,HUB016,HUB014,CAR001,2023-10-31T20:00:00,2023-11-03T14:00:00,Delayed
SHP000868,HUB002,HUB012,CAR009,2023-05-02T02:00:00,2023-05-06T06:00:00,Delivered
SHP000869,HUB003,HUB002,CAR001,2023-07-13T10:00:00,2023-07-18T02:00:00,Delivered
SHP000870,HUB010,HUB015,CAR002,2023-02-22T21:00:00,2023-02-24T04:00:00,Delivered
SHP000871,HUB014,HUB008,CAR010,2023-12-04T19:00:00,2023-12-05T20:00:00,Delivered
SHP000872,HUB004,HUB012,CAR001,2023-08-21T16:00:00,2023-08-24T10:00:00,Delivered
SHP000873,HUB019,HUB007,CAR010,2023-03-06T20:00:00,2023-03-10T13:00:00,Delivered
SHP000874,HUB008,HUB005,CAR001,2023-01-31T04:00:00,2023-02-02T19:00:00,Delivered
SHP000875,HUB019,HUB018,CAR003,2023-03-17T15:00:00,2023-03-20T06:00:00,Delivered
SHP000876,HUB005,HUB002,CAR004,2023-09-17T17:00:00,2023-09-18T23:00:00,Delivered
SHP000877,HUB003,HUB012,CAR004,2023-12-08T15:00:00,2023-12-13T07:00:00,Delivered
SHP000878,HUB019,HUB011,CAR010,2023-06-03T13:00:00,2023-06-06T07:00:00,Delivered
SHP000879,HUB008,HUB001,CAR004,2023-12-21T07:00:00,2023-12-24T18:00:00,Delivered
SHP000880,HUB011,HUB014,CAR004,2023-07-24T05:00:00,2023-07-25T05:00:00,Delivered
SHP000881,HUB010,HUB016,CAR004,2023-11-20T18:00:00,2023-11-23T16:00:00,Delivered
SHP000882,HUB009,HUB006,CAR006,2023-10-11T07:00:00,2023-10-13T05:00:00,Delivered
SHP000883,HUB005,HUB014,CAR002,2023-06-23T06:00:00,2023-06-25T21:00:00,Delivered
SHP000884,HUB017,HUB014,CAR002,2023-03-02T04:00:00,2023-03-03T20:00:00,Delayed
SHP000885,HUB020,HUB014,CAR004,2023-01-24T19:00:00,2023-01-28T22:00:00,Delivered
SHP000886,HUB002,HUB010,CAR003,2023-09-18T18:00:00,2023-09-22T08:00:00,Delivered
SHP000887,HUB003,HUB007,CAR009,2023-07-18T20:00:00,2023-07-23T20:00:00,Delivered
SHP000888,HUB012,HUB018,CAR008,2023-09-11T15:00:00,2023-09-14T01:00:00,Delivered
SHP000889,HUB007,HUB009,CAR004,2023-08-20T07:00:00,2023-08-23T09:00:00,Delivered
SHP000890,HUB012,HUB009,CAR009,2023-02-13T04:00:00,2023-02-18T04:00:00,Delivered
SHP000891,HUB015,HUB018,CAR010,2023-06-22T13:00:00,2023-06-25T22:00:00,Delivered
SHP000892,HUB013,HUB001,CAR003,2023-08-15T07:00:00,2023-08-17T16:00:00,Delivered
SHP000893,HUB017,HUB019,CAR002,2023-05-22T07:00:00,2023-05-23T19:00:00,Delivered
SHP000894,HUB011,HUB009,CAR005,2023-12-16T08:00:00,2023-12-18T08:00:00,Delayed
SHP000895,HUB018,HUB009,CAR001,2023-06-03T09:00:00,2023-06-06T05:00:00,Delayed
SHP000896,HUB001,HUB017,CAR009,2023-03-18T12:00:00,2023-03-20T17:00:00,Delivered
SHP000897,HUB018,HUB015,CAR008,2023-06-24T02:00:00,2023-06-26T18:00:00,Delayed
SHP000898,HUB015,HUB016,,2023-01-16T11:00:00,2023-01-18T04:00:00,Delivered
SHP000899,HUB012,HUB011,CAR004,2023-08-03T13:00:00,2023-08-08T04:00:00,Delayed
SHP000900,HUB019,HUB001,CAR010,2023-01-17T04:00:00,2023-01-18T23:00:00,In Transit
SHP000901,HUB020,HUB019,CAR007,2023-07-15T06:00:00,2023-07-18T08:00:00,Delivered
SHP000902,HUB015,HUB010,CAR002,2023-03-29T03:00:00,2023-04-02T17:00:00,Delivered
SHP000903,HUB006,HUB008,CAR002,2023-07-17T09:00:00,2023-07-19T11:00:00,Delivered
SHP000904,HUB017,HUB001,CAR003,2023-06-17T13:00:00,2023-06-20T15:00:00,Delivered
SHP000905,HUB003,HUB014,CAR004,2023-03-08T06:00:00,2023-03-10T21:00:00,Delivered
SHP000906,HUB010,HUB020,CAR004,2023-09-15T22:00:00,2023-09-20T13:00:00,Delivered
SHP000907,HUB013,HUB008,CAR009,2023-06-18T18:00:00,2023-06-22T08:00:00,Delivered
SHP000908,HUB015,HUB012,CAR005,2023-07-20T19:00:00,2023-07-22T17:00:00,Delivered
SHP000909,HUB013,HUB006,CAR010,2023-02-18T12:00:00,2023-02-23T05:00:00,In Transit
SHP000910,HUB018,HUB010,CAR002,2023-12-24T23:00:00,2023-12-29T19:00:00,In Transit
SHP000911,HUB004,HUB013,CAR002,2023-02-23T16:00:00,2023-02-26T09:00:00,Delivered
SHP000912,HUB001,HUB004,CAR008,2023-07-15T10:00:00,2023-07-20T09:00:00,Delivered
SHP000913,HUB005,HUB012,CAR008,2023-09-06T14:00:00,2023-09-07T22:00:00,Delivered
SHP000914,HUB016,HUB009,CAR003,2023-03-29T00:00:00,2023-04-02T05:00:00,Delivered
SHP000915,HUB003,HUB001,CAR005,2023-03-20T14:00:00,2023-03-23T11:00:00,Delivered
SHP000916,HUB015,HUB002,CAR009,2023-11-25T21:00:00,2023-11-30T16:00:00,Delivered
SHP000917,HUB020,HUB001,CAR001,2023-07-13T06:00:00,2023-07-15T13:00:00,Delivered
SHP000918,HUB001,HUB012,CAR004,2023-12-15T21:00:00,2023-12-17T05:00:00,Delivered
SHP000919,HUB006,HUB007,CAR001,2023-08-01T16:00:00,2023-08-03T05:00:00,Delayed
SHP000920,HUB018,HUB013,CAR007,2023-03-03T07:00:00,2023-03-05T10:00:00,Delivered
SHP000921,HUB001,HUB014,CAR004,2023-08-23T07:00:00,2023-08-24T15:00:00,Delivered
SHP000922,HUB007,HUB015,CAR005,2023-11-03T15:00:00,2023-11-05T04:00:00,Delayed
SHP000923,HUB009,HUB004,CAR010,2023-06-16T20:00:00,2023-06-21T13:00:00,Delivered
SHP000924,HUB006,HUB012,CAR008,2023-02-04T10:00:00,2023-02-05T12:00:00,Delivered
SHP000925,HUB008,HUB018,CAR010,2023-12-27T00:00:00,2023-12-29T05:00:00,Delivered
SHP000926,HUB014,HUB008,CAR010,2023-02-10T01:00:00,2023-02-11T18:00:00,Delivered
SHP000927,HUB002,HUB009,CAR010,2023-08-16T23:00:00,2023-08-19T17:00:00,Delivered
SHP000928,HUB014,HUB010,CAR001,2023-04-28T23:00:00,2023-05-01T17:00:00,Delivered
SHP000929,HUB008,HUB009,CAR010,2023-07-15T16:00:00,2023-07-18T09:00:00,Delivered
SHP000930,HUB007,HUB002,CAR003,2023-04-15T04:00:00,2023-04-16T15:00:00,Delivered
SHP000931,HUB017,HUB003,CAR007,2023-08-28T09:00:00,2023-08-30T06:00:00,Delayed
SHP000932,HUB010,HUB020,CAR008,2023-11-22T06:00:00,2023-11-24T16:00:00,Delayed
SHP000933,HUB013,HUB006,CAR008,2023-08-14T13:00:00,2023-08-18T05:00:00,Delivered
SHP000934,HUB016,HUB001,CAR007,2023-08-07T02:00:00,2023-08-09T16:00:00,Delivered
SHP000935,HUB015,HUB010,CAR008,2023-05-26T12:00:00,2023-05-30T11:00:00,Delivered
SHP000936,HUB005,HUB008,CAR001,2023-01-07T16:00:00,2023-01-12T13:00:00,Delayed
SHP000937,HUB012,HUB014,CAR008,2023-06-07T20:00:00,2023-06-11T23:00:00,Delivered
SHP000938,HUB019,HUB006,CAR004,2023-08-12T08:00:00,2023-08-17T08:00:00,Delayed
SHP000939,HUB002,HUB014,CAR007,2023-05-07T07:00:00,2023-05-10T20:00:00,Delivered
SHP000940,HUB005,HUB010,CAR010,2023-08-22T21:00:00,2023-08-24T15:00:00,Delivered
SHP000941,HUB001,HUB005,CAR002,2023-11-26T22:00:00,2023-11-29T23:00:00,Delivered
SHP000942,HUB007,HUB015,CAR003,2023-08-07T08:00:00,2023-08-12T00:00:00,Delivered
SHP000943,HUB010,HUB015,CAR002,2023-02-25T20:00:00,2023-03-01T21:00:00,Delayed
SHP000944,HUB013,HUB010,CAR001,2023-03-28T15:00:00,2023-03-29T15:00:00,Delivered
SHP000945,HUB010,HUB015,CAR003,2023-04-01T11:00:00,2023-04-03T10:00:00,Delayed
SHP000946,HUB015,HUB020,CAR004,2023-04-06T06:00:00,2023-04-07T13:00:00,Delayed
SHP000947,HUB014,HUB016,CAR010,2023-02-25T20:00:00,2023-02-27T17:00:00,Delivered
SHP000948,HUB001,HUB020,CAR004,,2023-09-07T05:00:00,Delayed
SHP000949,HUB019,HUB002,CAR002,2023-04-19T16:00:00,2023-04-20T16:00:00,Delivered
SHP000950,HUB016,HUB017,CAR006,2023-11-06T13:00:00,2023-11-09T08:00:00,Delivered
SHP000951,HUB012,HUB014,CAR007,2023-11-09T01:00:00,,Delayed
SHP000952,HUB013,HUB005,CAR001,2023-11-05T03:00:00,2023-11-08T22:00:00,Delivered
SHP000953,HUB020,HUB016,CAR009,2023-07-31T21:00:00,2023-08-02T21:00:00,Delivered
SHP000954,HUB012,HUB002,CAR006,2023-12-14T14:00:00,2023-12-16T19:00:00,Delivered
SHP000955,HUB014,HUB017,CAR002,2023-07-17T09:00:00,2023-07-21T14:00:00,Delivered
SHP000956,HUB017,HUB002,CAR003,2023-09-12T02:00:00,2023-09-14T16:00:00,Delayed
SHP000957,HUB015,HUB004,CAR008,2023-12-06T17:00:00,2023-12-08T23:00:00,Delivered
SHP000958,HUB004,HUB015,CAR001,2023-03-24T10:00:00,2023-03-27T11:00:00,Delayed
SHP000959,HUB004,HUB006,CAR009,2023-11-21T23:00:00,2023-11-25T13:00:00,Delivered
SHP000960,HUB020,HUB003,CAR006,2023-07-13T22:00:00,2023-07-18T21:00:00,Delayed
SHP000961,HUB014,HUB008,CAR004,2023-05-13T03:00:00,2023-05-15T16:00:00,Delivered
SHP000962,HUB004,HUB020,CAR006,,2023-03-10T10:00:00,Delivered
SHP000963,HUB013,HUB015,CAR006,2023-07-06T21:00:00,2023-07-08T13:00:00,Delivered
SHP000964,HUB018,HUB015,CAR006,2023-03-16T09:00:00,2023-03-18T13:00:00,Delivered
SHP000965,HUB002,HUB012,CAR005,2023-09-15T22:00:00,2023-09-17T13:00:00,Delivered
SHP000966,HUB007,HUB017,CAR005,2023-12-27T12:00:00,2023-12-28T19:00:00,Cancelled
SHP000967,HUB008,HUB002,CAR003,2023-09-07T23:00:00,2023-09-11T01:00:00,Delivered
SHP000968,HUB001,HUB019,CAR007,2023-06-22T13:00:00,2023-06-27T03:00:00,Delivered
SHP000969,HUB010,HUB011,CAR004,2023-12-25T17:00:00,2023-12-28T19:00:00,Delivered
SHP000970,HUB002,HUB011,CAR008,2023-12-02T05:00:00,2023-12-06T06:00:00,Delivered
SHP000971,HUB007,HUB008,CAR001,2023-07-05T23:00:00,2023-07-10T00:00:00,Delivered
SHP000972,HUB014,HUB006,CAR001,2023-02-19T11:00:00,2023-02-22T23:00:00,Delivered
SHP000973,HUB019,HUB014,CAR003,2023-11-18T23:00:00,2023-11-22T02:00:00,Delivered
SHP000974,HUB020,HUB006,CAR007,2023-12-21T21:00:00,2023-12-26T09:00:00,Delivered
SHP000975,HUB015,HUB012,CAR001,2023-03-03T03:00:00,2023-03-04T13:00:00,Delivered
SHP000976,HUB019,HUB020,CAR010,2023-09-03T08:00:00,2023-09-08T00:00:00,Delayed
SHP000977,HUB014,HUB010,CAR010,2023-03-06T03:00:00,2023-03-08T20:00:00,Delivered
SHP000978,HUB001,HUB014,CAR009,2023-10-02T16:00:00,2023-10-06T06:00:00,Delivered
SHP000979,HUB004,HUB008,CAR002,2023-04-03T19:00:00,2023-04-08T11:00:00,Delivered
SHP000980,HUB005,HUB020,CAR004,2023-12-01T05:00:00,2023-12-02T16:00:00,Delivered
SHP000981,HUB017,HUB010,CAR006,2023-10-06T05:00:00,2023-10-09T11:00:00,In Transit
SHP000982,HUB017,HUB010,CAR009,2023-08-16T04:00:00,2023-08-20T05:00:00,Delivered
SHP000983,HUB020,HUB018,CAR009,2023-04-18T22:00:00,2023-04-20T10:00:00,Delivered
SHP000984,HUB007,HUB005,CAR010,2023-10-10T06:00:00,2023-10-14T09:00:00,Delivered
SHP000985,HUB009,HUB010,CAR007,2023-11-29T05:00:00,2023-12-02T08:00:00,Delivered
SHP000986,HUB005,HUB019,CAR004,2023-02-06T20:00:00,2023-02-11T17:00:00,Delivered
SHP000987,HUB019,HUB017,CAR010,2023-03-25T13:00:00,2023-03-27T08:00:00,Delivered
SHP000988,HUB008,HUB003,CAR005,2023-03-05T17:00:00,2023-03-07T07:00:00,Delivered
SHP000989,HUB011,HUB009,CAR003,2023-04-26T08:00:00,2023-04-27T09:00:00,Delivered
SHP000990,HUB004,HUB007,CAR009,2023-06-06T18:00:00,2023-06-10T08:00:00,Delivered
SHP000991,HUB009,HUB004,CAR001,2023-03-29T10:00:00,2023-04-03T10:00:00,Delivered
SHP000992,HUB018,HUB019,CAR010,,2023-07-30T18:00:00,Delivered
SHP000993,HUB005,HUB006,CAR007,2023-10-18T23:00:00,2023-10-21T09:00:00,Delivered
SHP000994,HUB008,HUB015,CAR008,2023-04-04T14:00:00,2023-04-07T11:00:00,Delayed
SHP000995,HUB008,HUB011,CAR002,2023-06-06T13:00:00,2023-06-09T05:00:00,Delayed
SHP000996,HUB003,HUB007,CAR010,2023-01-30T02:00:00,2023-02-04T01:00:00,Delivered
SHP000997,HUB014,HUB018,CAR003,2023-09-03T15:00:00,2023-09-07T08:00:00,Delivered
SHP000998,HUB001,HUB008,CAR001,2023-08-06T22:00:00,2023-08-10T18:00:00,Delayed
SHP000999,HUB017,HUB002,CAR010,2023-08-18T05:00:00,2023-08-22T19:00:00,In Transit
SHP001000,HUB012,HUB005,CAR009,2023-06-30T01:00:00,2023-07-03T07:00:00,Delivered
SHP001001,HUB008,HUB019,CAR002,2023-05-29T09:00:00,2023-06-01T22:00:00,Delivered
SHP001002,HUB007,HUB011,CAR009,2023-01-19T14:00:00,,Delayed
SHP001003,HUB010,HUB013,CAR002,2023-01-03T11:00:00,2023-01-08T07:00:00,Delivered
SHP001004,HUB003,HUB018,CAR009,,2023-03-22T04:00:00,In Transit
SHP001005,HUB016,HUB013,CAR006,2023-06-03T11:00:00,2023-06-06T17:00:00,Delayed
SHP001006,HUB015,HUB006,CAR003,2023-07-01T23:00:00,2023-07-05T06:00:00,Delivered
SHP001007,HUB010,HUB002,CAR003,2023-07-22T13:00:00,2023-07-27T12:00:00,Delivered
SHP001008,HUB009,HUB004,CAR007,2023-09-08T17:00:00,2023-09-12T08:00:00,Delayed
SHP001009,HUB013,HUB018,CAR007,2023-03-09T03:00:00,2023-03-10T16:00:00,Delayed
SHP001010,HUB008,HUB002,CAR006,2023-08-08T19:00:00,2023-08-13T17:00:00,Delivered
SHP001011,HUB014,HUB008,CAR010,2023-03-20T23:00:00,2023-03-24T16:00:00,Delivered
SHP001012,HUB008,HUB015,CAR004,2023-08-31T22:00:00,2023-09-02T11:00:00,Delayed
SHP001013,HUB019,HUB005,CAR004,2023-03-03T04:00:00,2023-03-06T07:00:00,Delivered
SHP001014,HUB020,HUB007,CAR002,2023-01-27T12:00:00,2023-01-30T16:00:00,Delivered
SHP001015,HUB014,HUB017,CAR001,2023-09-19T13:00:00,2023-09-23T23:00:00,Delivered
SHP001016,HUB014,HUB008,CAR006,2023-01-25T05:00:00,2023-01-26T10:00:00,Delivered
SHP001017,HUB009,HUB004,CAR007,2023-04-05T08:00:00,2023-04-08T22:00:00,Delivered
SHP001018,HUB018,HUB005,CAR006,2023-07-04T23:00:00,2023-07-07T21:00:00,Delayed
SHP001019,HUB009,HUB007,CAR010,2023-07-16T02:00:00,2023-07-17T15:00:00,Delivered
SHP001020,HUB007,HUB008,CAR008,2023-02-20T02:00:00,2023-02-23T23:00:00,Delivered
SHP001021,HUB018,HUB005,CAR001,2023-03-07T06:00:00,2023-03-10T11:00:00,Delivered
SHP001022,HUB018,HUB012,CAR006,2023-08-18T20:00:00,2023-08-23T15:00:00,Delivered
SHP001023,HUB017,HUB001,CAR003,2023-11-03T08:00:00,2023-11-08T01:00:00,In Transit
SHP001024,HUB007,HUB014,CAR008,2023-12-17T17:00:00,2023-12-21T10:00:00,In Transit
SHP001025,HUB013,HUB014,,2023-05-20T06:00:00,2023-05-22T05:00:00,Delivered
SHP001026,HUB017,HUB015,CAR009,2023-12-29T23:00:00,2024-01-02T18:00:00,Delivered
SHP001027,HUB004,HUB007,CAR004,2023-01-24T17:00:00,2023-01-26T23:00:00,Delivered
SHP001028,HUB005,HUB010,CAR001,,2023-11-27T09:00:00,Delivered
SHP001029,HUB012,HUB011,CAR002,2023-12-28T17:00:00,2023-12-31T02:00:00,Delayed
SHP001030,HUB002,HUB001,CAR006,2023-04-23T23:00:00,2023-04-26T10:00:00,Delivered
SHP001031,HUB019,HUB004,CAR007,2023-12-01T08:00:00,2023-12-05T16:00:00,Delivered
SHP001032,HUB009,HUB007,CAR010,2023-11-19T12:00:00,2023-11-21T07:00:00,Delivered
SHP001033,HUB016,HUB003,CAR008,2023-04-03T14:00:00,2023-04-05T13:00:00,Delayed
SHP001034,HUB006,HUB011,CAR001,2023-06-08T05:00:00,2023-06-10T03:00:00,Delayed
SHP001035,HUB014,HUB008,CAR008,2023-11-27T12:00:00,2023-11-29T00:00:00,Delayed
SHP001036,HUB004,HUB014,CAR007,2023-01-11T03:00:00,2023-01-12T04:00:00,Delayed
SHP001037,HUB003,HUB010,CAR003,,2023-11-19T20:00:00,Delayed
SHP001038,HUB011,HUB003,CAR004,2023-03-13T15:00:00,2023-03-17T15:00:00,Delayed
SHP001039,HUB008,HUB002,CAR009,2023-12-21T08:00:00,2023-12-25T16:00:00,Delivered
SHP001040,HUB004,HUB018,CAR007,2023-03-14T00:00:00,2023-03-16T04:00:00,Delivered
SHP001041,HUB008,HUB014,CAR002,2023-09-09T05:00:00,2023-09-10T19:00:00,Delivered
SHP001042,HUB011,HUB004,CAR006,2023-02-13T01:00:00,2023-02-17T06:00:00,Delivered
SHP001043,HUB014,HUB005,CAR005,2023-11-16T09:00:00,2023-11-19T05:00:00,Delayed
SHP001044,HUB009,HUB003,CAR001,2023-03-18T20:00:00,2023-03-20T14:00:00,Delivered
SHP001045,HUB016,HUB003,CAR002,2023-10-23T13:00:00,2023-10-28T10:00:00,Delivered
SHP001046,HUB013,HUB012,CAR006,2023-09-11T13:00:00,2023-09-15T02:00:00,Delivered
SHP001047,HUB008,HUB014,CAR007,2023-10-09T15:00:00,2023-10-13T11:00:00,Delivered
SHP001048,HUB019,HUB014,CAR009,2023-10-23T22:00:00,2023-10-28T21:00:00,Delivered
SHP001049,HUB001,HUB013,CAR009,2023-08-31T04:00:00,2023-09-01T18:00:00,Delivered
SHP001050,HUB005,HUB011,CAR008,2023-03-15T17:00:00,2023-03-18T22:00:00,Delivered
SHP001051,HUB005,HUB014,CAR001,2023-12-23T13:00:00,2023-12-26T12:00:00,Delivered
SHP001052,HUB020,HUB006,CAR001,2023-03-17T11:00:00,2023-03-19T05:00:00,Delivered
SHP001053,HUB005,HUB007,CAR008,2023-03-13T23:00:00,2023-03-17T18:00:00,Delivered
SHP001054,HUB001,HUB011,CAR002,2023-03-21T01:00:00,2023-03-25T11:00:00,Delivered
SHP001055,HUB014,HUB016,CAR009,2023-12-31T08:00:00,2024-01-04T09:00:00,Delivered
SHP001056,HUB003,HUB018,CAR007,2023-03-06T23:00:00,2023-03-09T02:00:00,Delivered
SHP001057,HUB018,HUB003,CAR008,2023-09-02T10:00:00,2023-09-06T21:00:00,Delivered
SHP001058,HUB014,HUB007,CAR005,2023-02-25T03:00:00,2023-02-26T12:00:00,Delivered
SHP001059,HUB006,HUB019,CAR002,2023-02-03T06:00:00,2023-02-07T10:00:00,Delivered
SHP001060,HUB002,HUB009,CAR005,2023-02-13T18:00:00,2023-02-17T18:00:00,Delivered
SHP001061,HUB003,HUB011,CAR001,2023-07-02T09:00:00,2023-07-05T11:00:00,Delivered
SHP001062,HUB005,HUB004,CAR006,2023-07-28T23:00:00,2023-08-01T15:00:00,Delivered
SHP001063,HUB013,HUB017,CAR010,2023-01-20T09:00:00,2023-01-22T05:00:00,Delivered
SHP001064,HUB008,HUB007,CAR003,2023-03-24T16:00:00,2023-03-28T10:00:00,Cancelled
SHP001065,HUB015,HUB005,CAR006,2023-05-29T11:00:00,2023-06-02T18:00:00,Delayed
SHP001066,HUB013,HUB008,CAR004,2023-11-09T19:00:00,2023-11-11T04:00:00,In Transit
SHP001067,HUB001,HUB006,CAR005,2023-10-08T02:00:00,2023-10-11T17:00:00,Delivered
SHP001068,HUB009,HUB020,CAR006,2023-06-30T02:00:00,2023-07-01T11:00:00,Delivered
SHP001069,HUB009,HUB016,CAR003,2023-03-05T18:00:00,2023-03-09T08:00:00,Delivered
SHP001070,HUB005,HUB016,CAR006,2023-09-20T19:00:00,2023-09-23T11:00:00,Delivered
SHP001071,HUB002,HUB003,CAR004,2023-12-25T17:00:00,2023-12-26T18:00:00,Delivered
SHP001072,HUB003,HUB009,CAR007,2023-08-25T21:00:00,2023-08-27T08:00:00,Delivered
SHP001073,HUB004,HUB003,CAR003,2023-02-25T12:00:00,2023-02-28T19:00:00,Delivered
SHP001074,HUB016,HUB007,CAR008,2023-02-28T08:00:00,2023-03-03T18:00:00,Delivered
SHP001075,HUB011,HUB020,CAR001,2023-11-04T12:00:00,2023-11-05T19:00:00,In Transit
SHP001076,HUB002,HUB008,CAR001,2023-12-17T13:00:00,2023-12-19T23:00:00,Delivered
SHP001077,HUB003,HUB011,CAR008,2023-08-03T16:00:00,2023-08-05T19:00:00,Delivered
SHP001078,HUB014,HUB011,CAR005,2023-03-26T06:00:00,2023-03-29T02:00:00,In Transit
SHP001079,HUB014,HUB012,CAR010,2023-07-19T00:00:00,2023-07-22T23:00:00,Delayed
SHP001080,HUB020,HUB005,CAR006,2023-12-07T23:00:00,2023-12-12T22:00:00,Delayed
SHP001081,HUB005,HUB017,CAR006,2023-02-28T21:00:00,2023-03-04T01:00:00,Delivered
SHP001082,HUB005,HUB016,CAR010,2023-02-19T01:00:00,2023-02-21T04:00:00,Delayed
SHP001083,HUB020,HUB013,CAR004,2023-06-28T06:00:00,2023-06-30T06:00:00,In Transit
SHP001084,HUB001,HUB011,CAR005,2023-09-15T03:00:00,2023-09-19T20:00:00,Delivered
SHP001085,HUB018,HUB014,CAR009,2023-06-21T03:00:00,2023-06-23T01:00:00,Delivered
SHP001086,HUB014,HUB013,CAR005,2023-12-04T22:00:00,2023-12-09T13:00:00,Delivered
SHP001087,HUB004,HUB003,CAR002,2023-02-15T20:00:00,2023-02-16T22:00:00,Delivered
SHP001088,HUB018,HUB004,CAR008,2023-09-15T18:00:00,2023-09-16T22:00:00,Delivered
SHP001089,HUB018,HUB013,CAR002,2023-04-11T15:00:00,2023-04-13T06:00:00,Delivered
SHP001090,HUB013,HUB001,CAR006,2023-04-25T16:00:00,2023-04-28T04:00:00,Delivered
SHP001091,HUB014,HUB008,CAR001,2023-08-01T01:00:00,2023-08-02T02:00:00,Delivered
SHP001092,HUB020,HUB011,CAR006,2023-03-29T18:00:00,2023-04-02T01:00:00,Delivered
SHP001093,HUB002,HUB020,CAR007,2023-03-07T20:00:00,2023-03-10T21:00:00,In Transit
SHP001094,HUB014,HUB008,CAR002,2023-12-30T04:00:00,2024-01-02T20:00:00,Delivered
SHP001095,HUB009,HUB019,CAR003,2023-06-15T06:00:00,2023-06-16T17:00:00,Delivered
SHP001096,HUB001,HUB019,CAR002,2023-10-20T12:00:00,2023-10-21T15:00:00,Delayed
SHP001097,HUB012,HUB006,CAR004,2023-12-01T07:00:00,2023-12-03T21:00:00,Delivered
SHP001098,HUB013,HUB009,CAR001,2023-05-21T02:00:00,2023-05-22T20:00:00,Delivered
SHP001099,HUB015,HUB004,CAR002,2023-03-14T09:00:00,2023-03-16T18:00:00,Delayed
SHP001100,HUB007,HUB014,CAR002,2023-09-09T00:00:00,2023-09-12T04:00:00,Delivered
SHP001101,HUB013,HUB011,CAR008,2023-03-24T05:00:00,2023-03-26T19:00:00,Delivered
SHP001102,HUB002,HUB005,CAR006,,2023-07-01T21:00:00,Delivered
SHP001103,HUB004,HUB008,CAR010,2023-01-16T17:00:00,2023-01-17T19:00:00,Delivered
SHP001104,HUB007,HUB001,CAR006,2023-03-12T07:00:00,2023-03-13T17:00:00,Delayed
SHP001105,HUB003,HUB013,CAR009,2023-11-30T09:00:00,2023-12-03T20:00:00,Delayed
SHP001106,HUB007,HUB010,CAR003,2023-04-12T21:00:00,2023-04-17T16:00:00,Delivered
SHP001107,HUB010,HUB006,CAR004,2023-09-07T13:00:00,2023-09-10T22:00:00,Delivered
SHP001108,HUB020,HUB013,CAR007,2023-04-13T18:00:00,2023-04-16T15:00:00,Delivered
SHP001109,HUB002,HUB018,CAR005,2023-10-28T13:00:00,2023-10-31T02:00:00,Delivered
SHP001110,HUB013,HUB001,CAR002,2023-04-03T10:00:00,2023-04-06T16:00:00,Delayed
SHP001111,HUB012,HUB005,CAR006,2023-03-04T00:00:00,2023-03-06T16:00:00,Delivered
SHP001112,HUB011,HUB008,CAR009,2023-02-03T12:00:00,2023-02-06T00:00:00,Delivered
